Vehicle_ID,Timestamp,Network_Type,Topology,Speed_kmh,Vehicle_Density_vehicles_km2,Signal_Strength_dBm,Distance_to_Receiver_m,CPU_Utilization_pct,Memory_Utilization_pct,Bandwidth_Utilization_pct,Network_Traffic_Mbps,Channel_Interference_pct,Interface_Errors,Active_Connections,Latency_ms,Packet_Loss_pct,Throughput_Mbps,Connection_Drops,Network_Issue
73,2026-08-06 08:05:00,5G,Urban,47.04,150.78,-64.88,156.63,71.36,63.43,56.31,79.03,62.81,3,152,122.29,6.07,41.67,1,1
14,2026-08-06 08:06:00,WiFi,Highway,48.05,94.26,-85.67,33.73,81.22,30.18,72.48,79.95,28.0,6,119,91.29,3.37,43.2,1,0
49,2026-08-06 08:07:00,4G,Highway,104.0,63.59,-62.29,60.43,29.88,71.52,38.77,12.68,55.14,1,177,76.88,4.29,54.24,0,0
29,2026-08-06 08:08:00,4G,Highway,68.7,148.26,-78.86,70.02,45.81,31.55,33.29,59.26,44.66,3,188,86.69,4.37,70.36,0,0
95,2026-08-06 08:09:00,4G,Highway,81.22,134.81,-71.12,371.14,52.6,29.48,82.52,68.38,38.63,3,192,124.83,7.38,29.66,0,1
4,2026-08-06 08:10:00,WiFi,Grid,41.22,61.33,-57.08,214.23,80.86,50.21,53.03,54.33,47.02,4,171,86.04,5.47,56.78,1,1
82,2026-08-06 08:11:00,4G,Urban,65.11,119.82,-55.65,138.39,57.06,29.19,57.85,59.42,46.87,3,206,108.34,6.2,50.29,2,0
20,2026-08-06 08:12:00,4G,Urban,87.46,131.09,-110.0,95.47,59.88,51.67,59.09,90.66,55.29,0,158,125.83,3.79,28.17,0,1
47,2026-08-06 08:13:00,4G,Highway,93.53,118.54,-77.12,87.14,75.55,24.05,97.54,80.61,41.65,9,172,137.6,6.37,30.87,2,1
9,2026-08-06 08:14:00,4G,Highway,24.49,135.73,-76.18,85.98,75.19,60.09,60.83,81.25,57.26,0,157,136.57,5.12,49.6,2,1
77,2026-08-06 08:15:00,5G,Urban,84.64,47.02,-68.65,173.95,88.98,40.87,40.05,42.43,32.43,5,93,82.5,2.39,59.94,0,0
79,2026-08-06 08:16:00,5G,Highway,57.92,86.04,-81.79,126.12,28.48,92.4,49.29,83.99,18.26,5,163,96.07,2.72,51.04,0,0
27,2026-08-06 08:17:00,4G,Urban,72.23,150.82,-72.89,196.75,46.21,58.21,57.93,110.95,38.64,6,155,149.88,3.92,62.08,1,1
15,2026-08-06 08:18:00,5G,Highway,47.22,69.41,-69.77,163.35,50.07,60.54,44.83,35.23,18.88,2,146,85.95,2.99,71.7,3,0
92,2026-08-06 08:19:00,4G,Grid,104.72,59.19,-93.73,150.66,41.58,56.95,52.83,38.84,18.78,0,138,85.23,1.66,60.24,1,0
19,2026-08-06 08:20:00,5G,Highway,69.29,89.44,-71.13,77.96,66.12,23.61,47.83,75.69,55.24,3,125,83.37,6.99,39.3,2,1
90,2026-08-06 08:21:00,4G,Urban,45.54,21.68,-53.96,77.84,71.46,59.78,12.43,42.74,31.48,5,61,61.7,2.01,91.57,1,0
52,2026-08-06 08:22:00,5G,Highway,48.31,98.05,-87.09,128.95,22.08,15.93,36.02,74.55,30.4,2,185,71.91,2.07,69.45,1,0
26,2026-08-06 08:23:00,4G,Highway,86.06,18.36,-66.35,147.9,70.82,94.51,47.95,70.63,27.45,7,65,58.05,1.92,73.55,1,0
89,2026-08-06 08:24:00,4G,Urban,82.2,135.67,-67.22,107.94,44.23,21.65,47.06,76.65,48.11,1,162,65.74,3.81,48.8,0,0
26,2026-08-06 08:25:00,5G,Highway,64.26,20.15,-95.55,60.52,58.48,30.72,45.85,33.92,15.48,2,98,40.52,0.0,59.96,0,0
26,2026-08-06 08:26:00,5G,Grid,51.17,118.97,-73.65,135.69,39.75,66.77,79.8,114.43,41.99,2,132,106.71,4.08,33.38,1,1
46,2026-08-06 08:27:00,5G,Urban,88.74,55.81,-69.65,181.93,73.8,69.91,55.5,48.45,28.63,2,106,81.39,2.95,43.19,0,0
92,2026-08-06 08:28:00,5G,Urban,47.27,42.69,-49.58,65.41,39.78,80.18,46.25,90.06,31.68,4,74,73.54,2.26,57.52,0,0
49,2026-08-06 08:29:00,5G,Urban,45.86,86.05,-73.8,102.17,57.07,79.99,54.81,64.22,26.72,2,159,67.61,3.06,50.62,0,0
82,2026-08-06 08:30:00,5G,Highway,132.73,96.97,-62.66,71.3,69.65,38.17,58.2,102.32,22.54,9,131,101.63,3.66,48.36,2,0
96,2026-08-06 08:31:00,WiFi,Grid,72.6,88.68,-78.89,203.08,64.2,19.55,53.51,56.94,9.81,5,130,81.43,3.72,62.39,2,0
53,2026-08-06 08:32:00,5G,Highway,59.7,98.6,-63.78,359.79,41.29,60.65,39.04,87.09,39.33,4,109,87.73,6.9,50.99,2,0
3,2026-08-06 08:33:00,4G,Urban,49.56,112.64,-55.14,247.2,56.23,35.57,57.43,93.45,39.0,2,130,124.98,6.1,38.33,1,1
66,2026-08-06 08:34:00,5G,Highway,56.11,5.0,-93.12,50.26,56.44,46.47,49.39,44.85,43.41,3,34,60.01,2.05,51.74,0,0
97,2026-08-06 08:35:00,4G,Highway,96.94,90.41,-66.15,145.16,71.13,54.24,71.09,86.38,43.27,2,123,122.99,3.42,31.56,1,0
42,2026-08-06 08:36:00,5G,Highway,85.2,30.44,-60.23,162.4,53.77,80.38,38.3,53.02,18.63,3,106,67.4,1.76,81.48,2,0
19,2026-08-06 08:37:00,4G,Urban,43.83,34.26,-70.23,311.53,52.69,66.06,49.85,64.25,25.51,3,96,60.21,5.08,63.96,2,0
17,2026-08-06 08:38:00,4G,Highway,52.76,40.99,-64.61,87.3,52.35,47.08,50.16,34.91,35.84,1,155,77.4,2.6,65.44,1,0
33,2026-08-06 08:39:00,4G,Urban,25.17,6.1,-56.88,112.07,29.66,38.95,38.07,38.16,15.57,4,33,55.06,1.59,71.31,0,0
76,2026-08-06 08:40:00,5G,Urban,69.37,84.56,-88.69,62.73,76.0,34.15,56.02,86.35,22.46,2,118,107.55,2.98,45.25,0,0
49,2026-08-06 08:41:00,4G,Highway,0.0,14.31,-62.36,57.16,81.38,97.42,40.94,62.32,2.43,3,66,38.49,0.0,74.51,3,0
56,2026-08-06 08:42:00,5G,Grid,18.85,101.2,-50.35,124.56,88.96,49.21,56.17,89.48,49.07,4,105,105.0,3.54,43.54,0,1
63,2026-08-06 08:43:00,5G,Urban,64.58,145.75,-74.58,269.0,66.68,64.87,66.79,78.38,59.26,5,118,150.23,7.55,33.41,1,1
3,2026-08-06 08:44:00,5G,Grid,0.0,147.59,-77.63,121.91,33.8,76.24,78.53,81.82,38.34,2,160,121.09,4.85,38.3,1,1
49,2026-08-06 08:45:00,5G,Urban,125.96,41.36,-77.67,123.31,19.02,57.98,31.87,74.29,26.33,1,80,69.34,2.21,76.88,0,0
55,2026-08-06 08:46:00,5G,Highway,37.17,37.51,-63.67,59.83,64.14,72.3,23.55,26.95,16.7,4,139,50.24,3.11,82.29,2,0
26,2026-08-06 08:47:00,4G,Urban,75.55,116.25,-46.78,129.98,43.99,48.93,50.04,72.56,67.97,3,190,113.13,3.02,43.23,1,0
99,2026-08-06 08:48:00,5G,Urban,97.5,87.27,-36.94,88.48,50.67,76.6,50.87,68.7,27.36,3,98,106.07,2.7,58.65,0,0
72,2026-08-06 08:49:00,5G,Highway,69.52,82.04,-44.46,93.45,54.0,77.67,53.5,68.21,35.9,3,123,100.35,4.49,46.85,2,0
52,2026-08-06 08:50:00,5G,Highway,61.86,32.68,-73.19,307.05,63.65,39.03,45.39,87.19,33.66,3,130,80.5,5.21,53.17,1,0
100,2026-08-06 08:51:00,4G,Highway,46.1,89.82,-80.9,94.27,47.79,53.01,45.59,41.64,42.32,4,127,76.48,5.46,59.82,4,1
7,2026-08-06 08:52:00,4G,Highway,25.09,119.6,-91.11,99.5,72.6,65.09,88.0,53.83,46.99,3,191,122.02,5.82,21.32,2,1
46,2026-08-06 08:53:00,5G,Highway,48.68,54.1,-61.31,135.34,43.34,62.61,55.43,68.52,20.2,0,155,70.21,1.84,77.25,1,0
46,2026-08-06 08:54:00,4G,Grid,64.88,103.55,-35.0,17.2,52.6,56.21,52.37,71.53,45.24,3,82,89.56,4.73,40.04,3,0
100,2026-08-06 08:55:00,5G,Highway,61.27,91.39,-64.91,78.22,71.78,70.03,49.49,97.23,46.16,3,167,74.68,5.04,46.87,1,0
16,2026-08-06 08:56:00,5G,Urban,35.26,58.89,-62.86,44.82,51.32,83.58,45.61,68.6,32.85,4,81,93.14,2.33,62.12,1,0
24,2026-08-06 08:57:00,5G,Urban,91.78,82.96,-68.65,88.65,85.57,24.19,,95.35,14.04,1,149,119.3,2.48,47.01,1,0
61,2026-08-06 08:58:00,4G,Urban,21.94,43.14,-59.66,342.34,43.28,41.19,65.62,59.46,2.94,8,126,88.39,3.16,40.6,1,0
54,2026-08-06 08:59:00,4G,Highway,78.66,119.23,-77.33,26.06,78.73,27.92,85.35,46.45,41.16,8,141,130.76,3.04,29.67,0,1
62,2026-08-06 09:00:00,5G,Urban,85.82,43.81,-63.13,48.01,33.17,79.31,55.72,54.73,7.19,1,151,47.54,1.55,52.06,0,0
1,2026-08-06 09:01:00,5G,Urban,68.66,61.08,-72.49,252.69,48.61,58.81,35.9,73.75,25.28,3,88,77.3,4.21,67.05,0,0
49,2026-08-06 09:02:00,5G,Urban,108.59,121.1,-60.84,109.94,73.6,51.68,82.78,68.35,54.83,1,136,124.83,7.17,26.22,1,1
25,2026-08-06 09:03:00,4G,Highway,73.36,64.06,-68.18,152.84,92.59,51.0,46.35,43.18,31.52,4,89,68.71,1.97,60.87,1,0
10,2026-08-06 09:04:00,4G,Urban,100.61,47.57,-60.21,126.58,68.31,32.52,44.79,75.28,9.5,2,75,65.93,0.64,76.14,0,0
80,2026-08-06 09:05:00,5G,Urban,0.0,92.35,-81.68,128.7,73.26,63.62,56.41,88.74,18.44,2,99,73.89,1.09,50.9,0,0
16,2026-08-06 09:06:00,5G,Highway,88.26,156.81,-51.65,99.29,68.83,82.67,59.8,89.17,60.37,3,187,103.79,5.74,24.3,2,1
58,2026-08-06 09:07:00,4G,Highway,78.4,131.56,-53.41,20.15,54.29,69.32,62.82,62.58,41.32,3,147,126.7,4.92,54.45,0,0
72,2026-08-06 09:08:00,4G,Urban,76.98,109.41,-72.48,118.58,10.89,43.78,47.73,52.19,49.59,4,112,75.44,5.0,56.86,1,0
29,2026-08-06 09:09:00,4G,Highway,79.28,124.77,-76.46,219.46,41.92,37.44,79.23,87.48,38.85,4,140,112.56,6.89,37.62,2,1
92,2026-08-06 09:10:00,4G,Urban,48.53,105.66,-86.95,208.2,45.79,65.92,40.12,55.3,11.77,4,130,56.97,1.29,66.13,0,0
6,2026-08-06 09:11:00,4G,Grid,83.25,94.15,-85.47,165.18,38.96,38.5,78.77,86.05,57.31,6,168,114.34,7.03,22.94,1,1
16,2026-08-06 09:12:00,5G,Urban,111.88,121.56,-73.88,113.29,27.73,47.41,70.36,34.89,37.05,4,121,134.3,2.4,43.59,1,1
20,2026-08-06 09:13:00,5G,Grid,9.42,98.88,-65.69,130.43,90.92,38.57,59.54,62.17,20.82,2,68,65.46,0.0,54.76,0,0
80,2026-08-06 09:14:00,5G,Grid,95.32,82.87,-64.98,192.24,45.19,60.48,43.14,26.97,41.86,2,110,82.51,4.88,56.22,3,0
71,2026-08-06 09:15:00,4G,Highway,58.39,92.45,-41.86,51.82,30.83,30.43,82.14,58.91,47.29,3,164,115.62,5.87,31.61,3,1
78,2026-08-06 09:16:00,5G,Urban,43.53,98.28,-75.68,323.7,99.0,98.99,83.04,93.78,52.81,5,162,117.19,8.03,24.78,2,1
43,2026-08-06 09:17:00,5G,Highway,28.1,97.25,-77.17,208.85,78.14,40.48,59.48,82.25,30.3,1,103,105.28,3.34,52.49,1,0
26,2026-08-06 09:18:00,5G,Urban,72.64,99.6,-69.4,331.72,39.24,31.52,43.02,68.77,16.16,3,137,91.24,5.49,55.35,3,1
90,2026-08-06 09:19:00,5G,Grid,106.31,45.52,-81.74,142.5,41.2,95.62,35.95,56.06,31.92,2,115,99.78,0.74,72.01,0,0
78,2026-08-06 09:20:00,4G,Highway,51.11,76.73,-45.06,89.93,31.64,42.11,51.27,18.15,35.15,2,97,86.55,3.4,48.29,3,0
71,2026-08-06 09:21:00,5G,Grid,80.67,34.33,-41.11,154.83,28.58,58.21,31.17,26.72,11.47,2,109,59.91,0.3,95.13,0,0
33,2026-08-06 09:22:00,5G,Highway,61.71,95.51,-56.12,181.81,42.43,83.06,54.72,74.71,28.12,0,130,102.97,4.09,53.56,0,0
26,2026-08-06 09:23:00,4G,Highway,15.98,98.77,-54.04,346.17,68.17,41.11,43.46,95.74,28.02,2,106,101.43,6.36,58.37,4,1
45,2026-08-06 09:24:00,5G,Highway,56.98,137.72,-70.43,102.13,85.51,31.92,59.49,81.4,48.62,4,158,109.37,5.73,44.35,5,1
84,2026-08-06 09:25:00,4G,Urban,43.39,97.01,-57.91,95.61,81.71,42.9,61.58,72.95,36.96,5,142,107.61,4.03,55.01,0,0
63,2026-08-06 09:26:00,4G,Highway,33.62,70.19,-49.28,214.91,82.99,38.88,45.42,115.71,36.59,1,113,77.69,4.47,47.63,0,0
67,2026-08-06 09:27:00,WiFi,Highway,49.95,68.14,-72.82,105.51,55.5,99.0,42.51,59.95,12.0,3,81,65.46,0.6,71.61,0,0
52,2026-08-06 09:28:00,4G,Grid,53.09,110.83,-46.51,86.19,70.16,66.42,56.01,31.59,41.36,5,180,110.29,4.13,37.35,2,0
68,2026-08-06 09:29:00,5G,Highway,90.18,57.76,-68.36,89.32,65.57,56.76,37.34,56.65,28.17,2,128,82.29,1.9,68.56,0,0
26,2026-08-06 09:30:00,4G,Grid,62.66,91.13,-69.47,39.5,58.78,62.27,45.95,54.27,59.12,1,118,143.13,2.97,49.32,1,1
75,2026-08-06 09:31:00,5G,Grid,22.66,123.15,-81.16,81.2,81.76,37.16,97.6,105.23,33.63,9,186,125.29,4.66,18.82,0,1
2,2026-08-06 09:32:00,5G,Highway,95.78,165.99,-64.69,151.34,71.95,57.37,62.16,108.88,45.05,4,126,134.86,3.51,52.83,0,0
14,2026-08-06 09:33:00,5G,Urban,72.78,131.22,-51.2,119.66,62.05,51.62,69.3,74.48,48.79,4,207,115.4,5.4,40.45,0,1
30,2026-08-06 09:34:00,5G,Highway,69.87,63.98,-101.9,155.33,42.52,65.87,35.08,70.38,29.96,4,107,35.62,1.54,79.59,3,0
49,2026-08-06 09:35:00,4G,Urban,86.46,55.15,-62.85,248.86,84.25,46.26,20.23,77.2,0.0,3,90,42.34,1.17,92.0,1,0
12,2026-08-06 09:36:00,5G,Urban,61.4,110.21,-57.11,446.31,32.55,44.19,47.93,91.76,27.78,4,111,91.45,8.92,52.43,2,0
90,2026-08-06 09:37:00,4G,Urban,46.98,76.45,-66.21,103.31,29.45,28.51,50.76,70.65,36.17,3,147,93.22,0.35,52.14,0,0
44,2026-08-06 09:38:00,5G,Grid,71.7,25.84,-97.51,64.17,12.59,99.0,29.49,65.88,12.73,0,92,58.48,0.0,63.78,1,0
33,2026-08-06 09:39:00,5G,Urban,79.44,188.69,-88.38,94.27,56.42,62.26,51.5,87.54,56.14,2,190,127.67,5.48,47.01,2,0
13,2026-08-06 09:40:00,WiFi,Highway,72.68,91.92,-69.2,183.5,65.59,41.13,48.48,61.26,51.29,2,126,77.84,3.23,61.8,0,0
78,2026-08-06 09:41:00,5G,Grid,84.71,134.97,-93.1,466.06,33.02,47.3,65.39,92.08,24.32,2,132,142.99,10.2,29.61,2,1
88,2026-08-06 09:42:00,4G,Highway,64.81,71.66,-35.0,131.13,57.56,40.28,61.27,74.53,34.21,2,135,68.9,2.44,45.75,0,0
98,2026-08-06 09:43:00,5G,Highway,34.12,83.75,-48.53,156.14,80.02,92.58,52.11,51.54,21.29,3,141,97.48,3.83,53.34,1,1
26,2026-08-06 09:44:00,5G,Highway,44.38,91.06,-83.55,105.79,70.38,57.03,42.94,84.11,39.97,3,166,73.54,2.78,73.19,0,1
21,2026-08-06 09:45:00,5G,Urban,100.43,74.09,-54.9,130.6,46.89,43.62,68.29,63.93,60.73,2,105,101.57,3.99,38.12,0,0
28,2026-08-06 09:46:00,4G,Urban,62.92,54.63,-57.95,237.6,74.2,76.63,75.46,86.72,7.5,0,67,71.86,1.17,37.8,1,0
48,2026-08-06 09:47:00,5G,Grid,30.43,172.9,-73.44,187.15,78.69,5.0,76.8,90.7,22.57,1,213,139.72,7.2,33.22,3,1
100,2026-08-06 09:48:00,5G,Urban,27.79,99.2,-53.26,116.28,79.77,54.79,78.18,69.88,13.28,4,169,111.62,3.24,34.18,1,0
40,2026-08-06 09:49:00,5G,Highway,24.51,21.88,-99.3,137.88,71.47,38.45,50.53,16.27,41.7,5,92,63.03,1.3,48.8,1,0
66,2026-08-06 09:50:00,4G,Highway,85.07,89.07,-73.13,98.01,27.73,45.45,83.55,34.87,12.51,5,177,113.38,1.82,39.97,0,0
73,2026-08-06 09:51:00,4G,Urban,70.67,27.45,-75.84,230.84,89.28,63.04,43.14,124.35,13.43,7,129,89.3,1.37,67.9,2,0
87,2026-08-06 09:52:00,4G,Grid,113.65,51.17,-41.04,333.29,63.02,35.53,59.51,63.92,34.69,4,89,89.11,5.9,58.5,6,0
79,2026-08-06 09:53:00,5G,Highway,78.13,89.27,-82.41,74.39,48.75,63.85,74.78,82.31,37.36,4,172,105.79,3.48,29.17,0,1
77,2026-08-06 09:54:00,4G,Urban,79.82,106.57,-57.72,77.65,77.57,37.74,59.34,80.97,30.9,0,189,94.1,4.2,57.44,2,0
23,2026-08-06 09:55:00,4G,Grid,117.72,5.0,-78.31,98.53,53.1,30.62,46.97,103.04,18.11,1,64,93.07,0.35,63.29,1,0
81,2026-08-06 09:56:00,4G,Highway,34.87,153.63,-52.06,192.17,5.0,42.41,70.25,88.41,55.14,0,158,91.64,6.64,49.81,0,0
48,2026-08-06 09:57:00,4G,Highway,19.99,58.65,-74.47,94.89,80.4,69.07,38.05,70.02,22.75,2,133,66.19,1.36,58.53,1,0
2,2026-08-06 09:58:00,4G,Highway,77.48,76.02,-86.22,201.1,46.88,66.93,30.79,88.98,26.38,6,99,59.23,3.0,70.84,1,0
84,2026-08-06 09:59:00,5G,Urban,55.17,146.34,-68.45,50.64,54.54,49.02,85.52,78.1,48.66,2,182,132.77,6.39,29.69,5,1
20,2026-08-06 10:00:00,4G,Highway,70.33,153.46,-55.34,115.25,58.11,56.78,92.06,34.7,64.05,5,147,153.64,6.55,5.73,7,1
59,2026-08-06 10:01:00,WiFi,Urban,96.29,60.22,-60.16,129.13,51.91,86.53,45.9,44.27,21.47,2,109,43.8,0.45,47.25,2,0
46,2026-08-06 10:02:00,5G,Highway,83.32,127.53,-90.39,71.82,61.73,74.55,50.66,105.98,32.84,3,157,80.26,3.28,56.4,2,0
3,2026-08-06 10:03:00,5G,Highway,104.46,91.35,-91.97,111.07,75.4,44.3,63.51,69.46,36.84,3,133,96.61,2.06,43.93,1,0
55,2026-08-06 10:04:00,WiFi,Grid,36.57,191.18,-77.65,220.95,68.25,21.94,83.16,102.21,49.02,3,226,127.13,7.81,20.09,2,1
12,2026-08-06 10:05:00,5G,Highway,87.13,58.07,-82.77,111.02,37.36,68.57,25.13,26.12,27.46,5,83,66.35,4.19,63.19,0,0
40,2026-08-06 10:06:00,4G,Urban,40.37,150.99,-81.53,151.01,30.76,48.04,89.57,100.03,48.63,5,162,151.45,6.87,34.63,4,1
66,2026-08-06 10:07:00,5G,Grid,108.73,61.59,-74.92,261.94,50.23,21.5,39.21,86.08,0.44,4,93,54.74,2.88,68.06,0,0
100,2026-08-06 10:08:00,5G,Highway,74.55,42.06,-59.12,72.73,42.16,58.68,39.77,79.37,2.79,2,86,39.26,0.56,56.31,0,0
78,2026-08-06 10:09:00,5G,Highway,76.19,72.87,-72.14,138.39,41.93,64.39,40.79,84.8,10.63,2,93,60.17,0.2,48.41,0,0
16,2026-08-06 10:10:00,5G,Urban,45.7,19.38,-85.77,25.08,41.32,38.22,23.96,18.79,18.11,3,60,54.95,1.33,76.0,0,0
83,2026-08-06 10:11:00,5G,Grid,47.12,47.76,-81.76,55.83,84.42,84.2,16.3,83.54,12.68,6,98,46.18,2.1,88.89,1,0
34,2026-08-06 10:12:00,5G,Grid,73.35,72.19,-61.34,181.1,68.17,54.82,53.34,5.93,35.42,2,131,120.32,4.0,47.68,0,0
44,2026-08-06 10:13:00,4G,Highway,110.95,74.88,-69.67,89.52,51.57,62.05,34.39,57.06,40.94,1,124,74.1,3.83,73.68,1,0
6,2026-08-06 10:14:00,WiFi,Grid,106.31,121.66,-78.68,140.64,60.26,34.51,71.33,60.05,41.68,3,199,100.5,5.2,34.09,3,1
77,2026-08-06 10:15:00,5G,Urban,72.04,117.87,-58.53,52.27,66.3,56.79,60.65,72.9,69.27,2,173,102.02,6.46,26.02,0,1
64,2026-08-06 10:16:00,5G,Grid,50.2,83.58,-55.89,27.05,43.93,47.1,51.49,29.87,39.31,4,75,93.99,3.05,57.81,1,0
100,2026-08-06 10:17:00,5G,Highway,78.04,15.51,-56.52,81.52,59.54,94.34,34.26,19.13,17.65,5,119,74.85,0.84,74.97,0,0
22,2026-08-06 10:18:00,5G,Urban,97.12,5.0,-69.51,87.43,12.71,46.17,43.7,65.43,22.36,4,76,45.4,1.75,59.78,0,0
18,2026-08-06 10:19:00,5G,Highway,67.93,63.8,,98.78,58.97,52.18,50.62,71.74,25.06,2,108,63.08,3.5,55.43,0,0
12,2026-08-06 10:20:00,5G,Highway,51.16,51.58,-71.38,268.95,70.65,32.65,66.02,71.6,31.7,5,109,112.73,6.11,51.55,1,0
52,2026-08-06 10:21:00,5G,Urban,81.02,61.33,-78.65,38.85,69.29,81.9,36.24,45.29,27.72,2,141,79.17,2.87,67.06,1,0
94,2026-08-06 10:22:00,5G,Urban,55.29,149.88,-107.5,80.29,59.7,46.0,98.4,74.04,11.91,7,138,130.38,4.32,24.22,1,1
51,2026-08-06 10:23:00,5G,Urban,52.06,60.71,-71.54,98.1,32.57,29.72,71.95,51.52,33.17,3,140,81.41,3.08,45.77,0,0
71,2026-08-06 10:24:00,4G,Urban,60.43,50.38,-100.23,110.96,64.82,67.17,63.56,37.65,27.53,3,112,111.03,2.32,44.54,0,0
96,2026-08-06 10:25:00,5G,Urban,80.66,84.86,-78.89,207.06,77.72,67.99,50.14,56.86,36.7,2,141,105.48,4.72,38.55,0,1
48,2026-08-06 10:26:00,4G,Urban,55.77,64.2,-76.74,116.12,77.03,43.37,62.48,56.15,46.75,4,101,103.09,1.69,44.11,0,1
19,2026-08-06 10:27:00,WiFi,Urban,60.96,108.88,-44.83,185.9,57.09,32.72,67.45,48.6,49.54,2,102,111.9,5.39,46.7,3,1
6,2026-08-06 10:28:00,WiFi,Grid,66.02,94.82,-85.79,230.54,63.54,53.14,45.08,91.39,29.1,4,174,98.86,3.49,57.35,0,1
84,2026-08-06 10:29:00,WiFi,Highway,51.31,159.15,-64.5,55.84,53.18,45.64,57.53,99.23,37.9,3,177,136.92,4.77,50.7,0,0
27,2026-08-06 10:30:00,5G,Urban,105.39,73.33,-72.74,222.94,70.25,47.86,48.83,96.74,26.62,0,114,94.4,4.65,47.79,0,0
53,2026-08-06 10:31:00,5G,Grid,113.6,162.24,-61.09,107.75,48.95,63.48,45.95,87.64,51.85,3,198,88.3,5.68,56.45,1,0
48,2026-08-06 10:32:00,5G,Highway,53.52,112.92,-77.95,123.17,47.57,66.61,49.14,92.78,21.81,4,157,108.4,4.52,42.78,0,0
7,2026-08-06 10:33:00,4G,Highway,39.67,106.22,-91.68,130.07,56.23,55.79,51.96,85.31,31.31,1,101,88.02,1.13,44.07,1,0
59,2026-08-06 10:34:00,4G,Highway,49.01,5.47,-66.39,150.89,55.94,33.3,41.83,57.23,16.61,6,88,60.25,1.42,60.47,0,0
69,2026-08-06 10:35:00,4G,Urban,74.48,5.0,-67.74,53.28,28.81,16.91,41.28,64.19,0.0,3,67,39.22,0.33,76.46,1,0
11,2026-08-06 10:36:00,5G,Urban,59.59,20.6,-65.18,50.74,55.4,54.12,13.92,71.77,1.31,4,108,36.83,1.35,90.53,0,0
15,2026-08-06 10:37:00,4G,Urban,26.19,93.54,-72.5,90.58,33.95,17.48,77.94,79.97,34.85,1,145,64.17,5.87,36.48,1,1
64,2026-08-06 10:38:00,5G,Highway,57.64,115.17,-73.34,167.67,56.86,41.5,40.41,74.34,32.89,5,108,88.31,2.58,53.4,0,0
3,2026-08-06 10:39:00,5G,Highway,73.4,106.38,-55.93,243.17,99.0,59.42,33.71,89.79,47.25,5,130,76.76,6.13,39.45,3,0
69,2026-08-06 10:40:00,4G,Highway,89.57,86.51,-57.31,82.51,72.06,59.06,64.02,69.67,42.25,3,114,104.66,2.75,34.35,2,0
23,2026-08-06 10:41:00,5G,Urban,111.19,121.13,-80.06,192.28,36.83,51.37,79.11,91.37,36.18,3,121,142.48,3.31,34.32,0,1
53,2026-08-06 10:42:00,WiFi,Highway,49.45,132.78,-70.23,106.7,59.28,55.88,65.65,51.98,24.48,3,182,115.82,3.51,35.75,0,0
37,2026-08-06 10:43:00,5G,Highway,44.54,72.67,-86.03,143.9,68.57,62.73,58.38,95.05,25.35,1,101,129.69,0.24,51.52,2,0
9,2026-08-06 10:44:00,4G,Grid,54.98,107.33,-59.48,86.23,34.06,29.71,69.41,52.03,39.48,2,88,113.64,4.12,29.94,2,1
15,2026-08-06 10:45:00,5G,Urban,35.52,100.36,-61.07,129.48,65.62,35.96,57.59,51.47,27.55,3,112,103.83,2.79,62.46,0,0
3,2026-08-06 10:46:00,4G,Grid,42.39,117.25,-46.76,72.27,56.91,63.77,66.22,104.78,45.02,2,122,109.73,2.58,50.15,2,0
93,2026-08-06 10:47:00,4G,Grid,42.56,98.1,-56.95,126.38,56.07,60.34,49.56,60.23,27.8,1,170,87.16,3.78,47.19,0,0
70,2026-08-06 10:48:00,WiFi,Highway,71.15,95.56,-65.32,193.33,44.66,48.14,52.72,69.94,34.37,4,137,122.25,5.53,46.83,3,0
17,2026-08-06 10:49:00,5G,Highway,38.68,60.82,-35.0,96.12,57.8,71.39,59.32,66.62,38.91,8,73,98.79,2.32,59.47,1,0
26,2026-08-06 10:50:00,WiFi,Urban,85.09,93.23,-62.79,137.74,83.88,79.57,74.09,80.99,24.74,5,173,125.68,1.3,49.47,0,0
21,2026-08-06 10:51:00,5G,Grid,94.18,71.41,-59.66,147.01,49.73,41.54,47.52,116.76,31.04,1,150,86.56,2.31,59.62,1,0
72,2026-08-06 10:52:00,5G,Urban,30.48,42.24,-95.16,220.97,77.23,71.39,31.33,55.04,31.25,3,125,61.03,3.33,70.55,1,0
21,2026-08-06 10:53:00,5G,Highway,25.46,97.0,-55.82,43.01,58.03,48.02,96.39,84.6,37.4,9,65,88.09,4.31,16.7,0,0
11,2026-08-06 10:54:00,4G,Urban,46.99,44.1,-35.0,176.66,63.39,22.28,48.89,48.87,35.91,4,107,100.86,3.31,69.39,2,0
38,2026-08-06 10:55:00,5G,Urban,50.76,83.28,-63.7,65.95,86.41,57.51,27.13,52.91,25.2,6,186,81.79,3.18,78.51,0,0
72,2026-08-06 10:56:00,4G,Highway,97.45,70.35,-56.24,62.69,56.2,72.81,42.53,61.03,27.38,3,150,80.03,2.27,65.51,2,0
88,2026-08-06 10:57:00,4G,Grid,60.59,62.51,-51.36,84.13,59.29,43.35,14.59,69.3,16.07,2,80,59.65,3.76,80.1,0,0
35,2026-08-06 10:58:00,5G,Highway,73.75,141.21,-40.97,71.7,70.79,76.46,68.75,31.5,35.33,1,204,121.71,3.96,48.63,0,0
